Time,Open,High,Low,Close,Volume 
2007.12.31 00:00:00,841.943,842.901,829.785,833.048,116.67
2008.01.01 00:00:00,833.022,833.319,832.865,833.246,70.58
2008.01.02 00:00:00,833.04,860.809,832.937,856.723,137.01
2008.01.03 00:00:00,856.759,868.807,852.92,864.335,139.31
2008.01.04 00:00:00,864.601,868.347,854.163,859.2,523.55
2008.01.05 00:00:00,859.2,859.2,859.2,859.2,0
2008.01.06 00:00:00,859.073,862.295,859.073,861.654,13.2
2008.01.07 00:00:00,861.615,864.554,854.915,857.145,138.39
2008.01.08 00:00:00,857.003,882.486,856.593,882.486,138.61
2008.01.09 00:00:00,882.265,891.045,872.327,879.124,138.82
2008.01.10 00:00:00,879.196,897.291,866.151,895.645,139.85
2008.01.11 00:00:00,895.727,897.559,887.482,894.99,351.12
2008.01.12 00:00:00,894.99,894.99,894.99,894.99,0
2008.01.13 00:00:00,895.095,898.27,894.668,897.045,13.78
2008.01.14 00:00:00,896.933,913.916,891.654,904.784,138.8
2008.01.15 00:00:00,904.972,913.793,887.169,891.999,140.1
2008.01.16 00:00:00,892.22,899.434,874.305,876.466,141.45
2008.01.17 00:00:00,876.705,889.678,875.502,879.461,139.69
2008.01.18 00:00:00,879.532,888.147,870.114,883,473.49
2008.01.19 00:00:00,883,883,883,883,0
2008.01.20 00:00:00,883.998,884.477,880.86,881.14,11.86
2008.01.21 00:00:00,881.265,882.872,860.512,861.343,137.63
2008.01.22 00:00:00,861.088,894.044,849.219,888.951,140.58
2008.01.23 00:00:00,888.89,895.406,876.162,892.198,140.62
2008.01.24 00:00:00,892.165,913.672,888.728,913.389,139.49
2008.01.25 00:00:00,913.377,923.304,906.097,913.5,550.48
2008.01.26 00:00:00,913.5,913.5,913.5,913.5,0
2008.01.27 00:00:00,912.797,915.422,911.148,915.116,13.99
2008.01.28 00:00:00,915.354,928.971,914.423,926.787,141.23
2008.01.29 00:00:00,926.571,932.741,919.1,923.605,141.11
2008.01.30 00:00:00,923.328,936.384,915.984,925.765,142.81
2008.01.31 00:00:00,925.473,928.023,918.253,924.095,142.44
2008.02.01 00:00:00,923.923,936.386,903.5,905.1,340.04
2008.02.02 00:00:00,905.1,905.1,905.1,905.1,0
2008.02.03 00:00:00,909.747,909.907,905.376,908.194,13.38
2008.02.04 00:00:00,908.5,912.503,892.158,904.564,140.36
2008.02.05 00:00:00,904.579,906.626,884.392,886.521,140.33
2008.02.06 00:00:00,886.433,906.993,885.7,898.753,140.1
2008.02.07 00:00:00,898.794,911.365,896.445,909.091,140.42
2008.02.08 00:00:00,909.405,923.207,907.273,922.63,731.15
2008.02.09 00:00:00,922.63,922.63,922.63,922.63,0
2008.02.10 00:00:00,922.492,923.434,919.748,922.319,14.34
2008.02.11 00:00:00,921.947,926.76,915.752,921.315,141.83
2008.02.12 00:00:00,921.38,924.368,902.682,906.795,142.29
2008.02.13 00:00:00,906.712,910.34,896.076,907.012,143.17
2008.02.14 00:00:00,906.822,913.623,901.521,908.279,142.07
2008.02.15 00:00:00,908.306,915.214,897.783,902.09,492.64
2008.02.16 00:00:00,902.09,902.09,902.09,902.09,0
2008.02.17 00:00:00,902.225,903.274,900.93,902.805,12.48
2008.02.18 00:00:00,903.152,907.326,900.042,905.862,135.56
2008.02.19 00:00:00,905.777,930.282,904.711,928.584,142.95
2008.02.20 00:00:00,928.742,945.341,914.307,941.368,144.58
2008.02.21 00:00:00,941.261,953.428,937.696,943.889,143.8
2008.02.22 00:00:00,943.751,949.375,935.052,945,498.31
2008.02.23 00:00:00,945,945,945,945,0
2008.02.24 00:00:00,944.097,946.458,943.969,946.415,15.51
2008.02.25 00:00:00,947.037,951.68,933.122,937.922,143.1
2008.02.26 00:00:00,938.004,951.345,926.374,950.123,145.99
2008.02.27 00:00:00,950.035,964.202,949.266,957.511,145.29
2008.02.28 00:00:00,957.486,972.323,952.843,968.979,147.12
2008.02.29 00:00:00,968.924,975.714,964.847,973.5,458.37
2008.03.01 00:00:00,973.5,973.5,973.5,973.5,0
2008.03.02 00:00:00,973.725,976.991,972.427,975.938,13.55
2008.03.03 00:00:00,975.674,989.156,975.494,985.936,146.19
2008.03.04 00:00:00,986.048,987.739,955.971,966.406,147
2008.03.05 00:00:00,966.581,992.65,959.28,987.07,147.34
2008.03.06 00:00:00,986.661,991.84,965.667,977.281,147.95
2008.03.07 00:00:00,977.247,987.487,969.552,972.8,452.2
2008.03.08 00:00:00,972.8,972.8,972.8,972.8,0
2008.03.09 00:00:00,972.32,976.847,971.123,974.384,18.45
2008.03.10 00:00:00,975.353,980.428,961.151,973.384,149.29
2008.03.11 00:00:00,973.593,985.136,965.598,971.885,149.9
2008.03.12 00:00:00,972.03,983.758,968.088,982.544,149.72
2008.03.13 00:00:00,982.52,999.314,981.13,995.035,152
2008.03.14 00:00:00,994.972,1006.82,990.377,1001.01,697.38
2008.03.15 00:00:00,1001.01,1001.01,1001.01,1001.01,0
2008.03.16 00:00:00,1002.32,1014.689,1000.712,1014.434,13.43
2008.03.17 00:00:00,1014.575,1031.828,994.371,1002.965,150
2008.03.18 00:00:00,1002.843,1011.773,976.493,985.509,151.58
2008.03.19 00:00:00,985.627,996.772,937.06,938.678,150.75
2008.03.20 00:00:00,938.656,939.229,904.303,912.652,143.21
2008.03.21 00:00:00,910.73,919.11,910.55,919.11,72.47
2008.03.22 00:00:00,919.11,919.11,919.11,919.11,0
2008.03.23 00:00:00,918.848,919.804,911.138,912.775,15.77
2008.03.24 00:00:00,912.698,926.347,906.229,917.105,133.27
2008.03.25 00:00:00,916.94,940.614,915.999,937.663,134.11
2008.03.26 00:00:00,937.304,954.519,934.26,951.751,134.12
2008.03.27 00:00:00,951.972,954.417,939.952,950.432,133.59
2008.03.28 00:00:00,950.33,950.466,923.014,930,575.75
2008.03.29 00:00:00,930,930,930,930,0
2008.03.30 00:00:00,929.72,931.046,926.512,927.252,15.07
2008.03.31 00:00:00,927.114,940.385,912.2,918.404,133.56
2008.04.01 00:00:00,918.512,920.434,874.073,885.807,133.36
2008.04.02 00:00:00,885.579,905.375,881.4,902.979,133.7
2008.04.03 00:00:00,903.223,907.896,889.566,904.712,131.49
2008.04.04 00:00:00,904.682,914.29,899.977,912.91,803.21
2008.04.05 00:00:00,912.91,912.91,912.91,912.91,0
2008.04.06 00:00:00,912.647,916.769,912.617,916.57,14.93
2008.04.07 00:00:00,916.401,928.835,910.843,921.122,132.97
2008.04.08 00:00:00,920.805,925.295,908.432,915.58,133.11
2008.04.09 00:00:00,915.488,935.214,902.843,931.727,131.82
2008.04.10 00:00:00,931.831,939.348,921.515,928.578,132.85
2008.04.11 00:00:00,928.518,931.424,918.304,924.9,598.22
2008.04.12 00:00:00,924.9,924.9,924.9,924.9,0
2008.04.13 00:00:00,924.645,924.835,914.86,914.992,14.8
2008.04.14 00:00:00,915.045,930.896,913.858,925.146,133.77
2008.04.15 00:00:00,925.06,935.759,924.441,928.223,132.84
2008.04.16 00:00:00,928.141,948.368,924.12,943.171,133.4
2008.04.17 00:00:00,942.934,952.57,937.039,941.07,135.71
2008.04.18 00:00:00,941.264,946.336,904.429,915.713,132.68
2008.04.19 00:00:00,915.713,915.713,915.713,915.713,0
2008.04.20 00:00:00,915.723,920.068,915.699,918.943,15.2
2008.04.21 00:00:00,918.977,927.988,911.183,915.448,132.79
2008.04.22 00:00:00,915.413,924.896,911.534,916.714,131.93
2008.04.23 00:00:00,916.927,922.284,896.882,901.108,133.68
2008.04.24 00:00:00,901.459,905.998,882.794,886.573,131.98
2008.04.25 00:00:00,885.643,895.927,877.594,885.15,988.99
2008.04.26 00:00:00,885.15,885.15,885.15,885.15,0
